date,Tmax,Tmin,Tmean
29/08/1988,18,8.37,13.18
30/08/1988,17.62,9.2,13.41
31/08/1988,18.19,13.36,15.77
01/09/1988,17.57,12.13,14.85
02/09/1988,16.71,11.47,14.09
03/09/1988,17.31,8.8,13.05
04/09/1988,18.66,8.53,13.6
05/09/1988,20.15,11.27,15.71
06/09/1988,23.03,9.33,16.18
07/09/1988,25,11.13,18.06
08/09/1988,24.63,15.5,20.07
09/09/1988,20.94,12.6,16.77
10/09/1988,20.06,9.55,14.8
11/09/1988,18.27,12.22,15.24
12/09/1988,17.04,9,13.02
13/09/1988,13.38,7.87,10.62
14/09/1988,13.17,9.41,11.29
15/09/1988,14.74,9.38,12.06
16/09/1988,17.45,8.63,13.04
17/09/1988,16.86,11.95,14.4
18/09/1988,17.26,11.01,14.13
19/09/1988,15.01,5.88,10.45
20/09/1988,13.16,5.01,9.09
21/09/1988,15.32,8.34,11.83
22/09/1988,17.21,11.91,14.56
23/09/1988,15.4,9.71,12.55
24/09/1988,14.65,9.75,12.2
25/09/1988,17.32,11.8,14.56
26/09/1988,18.88,14.46,16.67
27/09/1988,17.21,14.21,15.71
28/09/1988,14.65,11.03,12.84
29/09/1988,14.55,6.71,10.63
30/09/1988,13.45,2.91,8.18
01/10/1988,14.87,2.03,8.45
02/10/1988,15.75,4.62,10.19
03/10/1988,16.14,4.63,10.39
04/10/1988,15.41,7.99,11.7
05/10/1988,14.94,9.57,12.25
06/10/1988,13.84,10.31,12.08
07/10/1988,12.28,7.65,9.96
08/10/1988,14.29,5.93,10.11
09/10/1988,12.78,8.4,10.59
10/10/1988,13.29,5.09,9.19
11/10/1988,11.66,4.13,7.9
12/10/1988,12.55,8.5,10.53
13/10/1988,13.4,6.6,10
14/10/1988,14.06,5.12,9.59
15/10/1988,12.88,8.99,10.94
16/10/1988,14.25,11.83,13.04
17/10/1988,14.07,11.65,12.86
18/10/1988,16.62,11.91,14.26
19/10/1988,16.74,13.67,15.2
20/10/1988,14.8,10.88,12.84
21/10/1988,15.18,3.8,9.49
22/10/1988,15.86,8.11,11.99
23/10/1988,14.06,10.66,12.36
24/10/1988,15.58,10.55,13.07
25/10/1988,15.32,11.45,13.38
26/10/1988,16.74,12.67,14.71
27/10/1988,15.14,13.24,14.19
28/10/1988,13.01,8.77,10.89
29/10/1988,8.35,0.97,4.66
30/10/1988,8.16,-1.08,3.54
31/10/1988,8.77,-0.69,4.04
01/11/1988,10.56,-1.41,4.58
02/11/1988,9.3,0.1,4.7
03/11/1988,7.86,-0.98,3.44
04/11/1988,7.03,-1.71,2.66
05/11/1988,7.77,-2.84,2.46
06/11/1988,9.03,-0.08,4.47
07/11/1988,8.42,-0.75,3.84
08/11/1988,13.58,1.75,7.67
09/11/1988,14.74,5.42,10.08
10/11/1988,14.66,12.29,13.47
11/11/1988,9.72,6.92,8.32
12/11/1988,11.06,7.1,9.08
13/11/1988,9.76,3.53,6.64
14/11/1988,10.34,1.65,5.99
15/11/1988,7,-0.35,3.33
16/11/1988,10.27,-0.53,4.87
17/11/1988,13.26,2.5,7.88
18/11/1988,10.18,8.47,9.33
19/11/1988,5.66,1.23,3.45
20/11/1988,3.9,0.26,2.08
21/11/1988,2.78,-1.88,0.45
22/11/1988,3.36,-4.23,-0.43
23/11/1988,5.97,-2.39,1.79
24/11/1988,4.48,-0.96,1.76
25/11/1988,3.8,2.07,2.94
26/11/1988,4.93,-1.47,1.73
27/11/1988,6.26,-1.61,2.32
28/11/1988,11.11,-1.2,4.96
29/11/1988,11.73,5.49,8.61
30/11/1988,11.26,6.16,8.71
01/12/1988,7.25,2.8,5.02
02/12/1988,2.9,1.99,2.45
03/12/1988,8.91,-0.39,4.26
04/12/1988,7.79,1.99,4.89
05/12/1988,7.41,4.4,5.91
06/12/1988,6.6,3.05,4.82
07/12/1988,7.16,0.23,3.7
08/12/1988,10.01,1.58,5.79
09/12/1988,12.11,6.92,9.51
10/12/1988,12.12,7.3,9.71
11/12/1988,10.61,7.55,9.08
12/12/1988,9.74,6.83,8.28
13/12/1988,10.3,4.07,7.18
14/12/1988,9.87,6.63,8.25
15/12/1988,7.85,6.55,7.2
16/12/1988,8.26,4.46,6.36
17/12/1988,6.05,0.77,3.41
18/12/1988,11.33,1.8,6.56
19/12/1988,11.25,5.47,8.36
20/12/1988,9.69,2.83,6.26
21/12/1988,10.75,4.24,7.5
22/12/1988,10.69,8.92,9.81
23/12/1988,11.83,8.94,10.39
24/12/1988,12.31,7.95,10.13
25/12/1988,11.64,8.51,10.08
26/12/1988,13.47,10.11,11.79
27/12/1988,11.38,6.6,8.99
28/12/1988,11.98,7.13,9.56
29/12/1988,8.8,4.53,6.67
30/12/1988,8.48,5.53,7.01
31/12/1988,8.52,6.19,7.35
01/01/1989,6.83,5.9,6.37
02/01/1989,6.77,5.08,5.93
03/01/1989,9.29,3.9,6.6
04/01/1989,9.32,4.66,6.99
05/01/1989,10.64,1.85,6.24
06/01/1989,9.67,3.44,6.55
07/01/1989,11.88,4.78,8.33
08/01/1989,9.55,7.52,8.53
09/01/1989,10.41,8.14,9.28
10/01/1989,7.28,2.06,4.67
11/01/1989,9.11,-0.61,4.25
12/01/1989,8.53,1.53,5.03
13/01/1989,11.88,1.79,6.83
14/01/1989,9.25,3.65,6.45
15/01/1989,10.09,4.78,7.43
16/01/1989,9.29,8,8.64
17/01/1989,7.61,6.48,7.04
18/01/1989,6.24,-2.22,2.01
19/01/1989,4.6,-2.42,1.09
20/01/1989,6.66,-0.23,3.21
21/01/1989,7.98,4.22,6.1
22/01/1989,8.07,0.63,4.35
23/01/1989,10.61,1.13,5.87
24/01/1989,7.04,5.96,6.5
25/01/1989,5.56,2.46,4.01
26/01/1989,9.32,2.42,5.87
27/01/1989,11.65,5.4,8.52
28/01/1989,9.56,8.62,9.09
29/01/1989,6.76,-2.82,1.97
30/01/1989,8.39,-1.42,3.49
31/01/1989,6.69,5.48,6.08
01/02/1989,4.71,1.28,3
02/02/1989,5.27,-3.18,1.04
03/02/1989,10.12,0.3,5.21
04/02/1989,11.01,3.89,7.45
05/02/1989,10.86,7.56,9.21
06/02/1989,13.89,7.6,10.74
07/02/1989,11.93,7.91,9.92
08/02/1989,11.14,5.09,8.11
09/02/1989,10.99,4.13,7.56
10/02/1989,8.86,5.26,7.06
11/02/1989,9.78,-0.97,4.4
12/02/1989,10.27,2.72,6.49
13/02/1989,10.44,2.35,6.39
14/02/1989,9.06,2.64,5.85
15/02/1989,9.88,3.86,6.87
16/02/1989,7.3,1.33,4.31
17/02/1989,11.71,-0.72,5.5
18/02/1989,12.55,2.57,7.56
19/02/1989,11.92,8.96,10.44
20/02/1989,9.18,4.04,6.61
21/02/1989,9.48,0.51,4.99
22/02/1989,8.8,3.04,5.92
23/02/1989,6.95,-0.17,3.39
24/02/1989,4.85,2.29,3.57
25/02/1989,5.12,0.45,2.78
26/02/1989,6.89,0.4,3.65
27/02/1989,8.4,-0.62,3.89
28/02/1989,8.42,0.55,4.48
01/03/1989,8.18,3.76,5.97
02/03/1989,11.42,2.6,7.01
03/03/1989,10.42,4.7,7.56
04/03/1989,12.06,4.39,8.22
05/03/1989,13.89,8.21,11.05
06/03/1989,14.52,7.99,11.25
07/03/1989,8.79,5.11,6.95
08/03/1989,9.62,-0.11,4.76
09/03/1989,10.73,3.35,7.04
10/03/1989,11.04,9.25,10.15
11/03/1989,9.7,5.31,7.5
12/03/1989,9.35,2.07,5.71
13/03/1989,9.65,3.91,6.78
14/03/1989,10.03,3.84,6.93
15/03/1989,11.74,5.96,8.85
16/03/1989,3.61,3.32,3.46
17/03/1989,7.14,1.41,4.28
18/03/1989,10.19,-1.26,4.46
19/03/1989,12.92,2.91,7.92
20/03/1989,10.03,2.42,6.22
21/03/1989,10.82,0.71,5.76
22/03/1989,13.23,4.92,9.08
23/03/1989,9.8,0.53,5.16
24/03/1989,12.62,4.68,8.65
25/03/1989,10.45,1.52,5.98
26/03/1989,16.39,5.86,11.12
27/03/1989,17.2,8.71,12.95
28/03/1989,12.78,9.26,11.02
29/03/1989,10.69,6,8.35
30/03/1989,16.16,4.32,10.24
31/03/1989,16.15,3.88,10.01
01/04/1989,14.84,6.48,10.66
02/04/1989,9.91,6.64,8.28
03/04/1989,6.96,2.58,4.77
04/04/1989,5.66,0.22,2.94
05/04/1989,3.78,0.34,2.06
06/04/1989,6.99,0.27,3.63
07/04/1989,10.04,2.56,6.3
08/04/1989,11.6,1.28,6.44
09/04/1989,13.26,1.14,7.2
10/04/1989,12.69,6.49,9.59
11/04/1989,12.9,6.31,9.6
12/04/1989,12.67,3.59,8.13
13/04/1989,12.11,4.72,8.41
14/04/1989,13.15,2.18,7.66
15/04/1989,12.82,1.46,7.14
16/04/1989,10.22,6.97,8.6
17/04/1989,8.02,6.07,7.05
18/04/1989,12.77,-0.4,6.18
19/04/1989,10.13,1.41,5.77
20/04/1989,9.04,6.12,7.58
21/04/1989,10.62,1.49,6.05
22/04/1989,12,3.74,7.87
23/04/1989,10.66,6.77,8.71
24/04/1989,4.79,2.56,3.68
25/04/1989,7.44,0.52,3.98
26/04/1989,9.66,-1.65,4.01
27/04/1989,8.43,3.86,6.14
28/04/1989,12.87,0.28,6.58
29/04/1989,9.99,5.64,7.81
30/04/1989,13.13,6,9.56
01/05/1989,17.09,9.14,13.12
02/05/1989,17.82,5.81,11.81
03/05/1989,20.8,5.81,13.31
04/05/1989,22.6,8.66,15.63
05/05/1989,22.58,8.38,15.48
06/05/1989,16.3,8.13,12.22
07/05/1989,18.39,4.94,11.67
08/05/1989,20.63,7.58,14.1
09/05/1989,14.85,8.11,11.48
10/05/1989,15.35,3.87,9.61
11/05/1989,14,8.84,11.42
12/05/1989,12.6,5.63,9.12
13/05/1989,14.59,5.39,9.99
14/05/1989,16.46,8.95,12.7
15/05/1989,18.48,6.96,12.72
16/05/1989,18.42,9.01,13.72
17/05/1989,20.85,7.3,14.08
18/05/1989,22.03,12.6,17.32
19/05/1989,23.13,12.14,17.63
20/05/1989,23.43,9.74,16.58
21/05/1989,25.08,10.71,17.89
22/05/1989,24.58,11.58,18.08
23/05/1989,26.52,12.19,19.36
24/05/1989,26.02,14.3,20.16
25/05/1989,15.66,12.05,13.85
26/05/1989,16.55,9.01,12.78
27/05/1989,17.39,4.69,11.04
28/05/1989,19.88,5.16,12.52
29/05/1989,19.76,8.59,14.17
30/05/1989,14.43,6.8,10.62
31/05/1989,15.1,2.68,8.89
01/06/1989,10.79,6.54,8.66
02/06/1989,14.44,2.52,8.48
03/06/1989,13.82,5.38,9.6
04/06/1989,15.43,3.08,9.26
05/06/1989,15.63,5.41,10.52
06/06/1989,11.56,7.9,9.73
07/06/1989,15.3,7.88,11.59
08/06/1989,13.74,6.55,10.14
09/06/1989,17.23,9.16,13.2
10/06/1989,17.61,10.32,13.96
11/06/1989,21.29,8.18,14.73
12/06/1989,25.9,14.54,20.22
13/06/1989,26.22,16.26,21.24
14/06/1989,24.46,14.94,19.7
15/06/1989,24.62,12.81,18.71
16/06/1989,25.17,12.83,19
17/06/1989,25.9,14.51,20.2
18/06/1989,25.03,11.65,18.34
19/06/1989,26.5,11.6,19.05
20/06/1989,28.86,13.22,21.04
21/06/1989,21.79,11.3,16.54
22/06/1989,21.83,12,16.92
23/06/1989,23.4,10.49,16.95
24/06/1989,23.34,10.38,16.86
25/06/1989,24.88,10.75,17.82
26/06/1989,21.21,11.18,16.19
27/06/1989,16.85,12.74,14.79
28/06/1989,15.7,8.02,11.86
29/06/1989,18.46,10.08,14.27
30/06/1989,19.12,6.35,12.74
01/07/1989,18.84,13.55,16.2
02/07/1989,19.33,10.66,15
03/07/1989,23.08,9.08,16.08
04/07/1989,23.59,9.71,16.65
05/07/1989,26.55,12.14,19.35
06/07/1989,27.82,14.08,20.95
07/07/1989,19.52,17.56,18.54
08/07/1989,22.07,15.96,19.02
09/07/1989,18.16,14.06,16.11
10/07/1989,23.3,13.37,18.34
11/07/1989,24.74,15.76,20.25
12/07/1989,21.76,11.45,16.6
13/07/1989,22.89,12.16,17.53
14/07/1989,21.7,10.33,16.01
15/07/1989,26.61,11.69,19.15
16/07/1989,24.97,13.35,19.16
17/07/1989,27.43,13.65,20.54
18/07/1989,24.3,12.81,18.56
19/07/1989,27.39,13.29,20.34
20/07/1989,28.76,14.21,21.48
21/07/1989,30.73,16.19,23.46
22/07/1989,32.02,18.94,25.48
23/07/1989,30.62,16.63,23.62
24/07/1989,28.78,17.04,22.91
25/07/1989,29.45,15.77,22.61
26/07/1989,24.38,15.77,20.08
27/07/1989,24.1,10.97,17.54
28/07/1989,23.78,14.19,18.99
29/07/1989,23.38,13.43,18.4
30/07/1989,18.14,15.19,16.67
31/07/1989,17.16,9.37,13.26
01/08/1989,21.18,8.62,14.9
02/08/1989,20.41,9.52,14.96
03/08/1989,24.47,11.94,18.2
04/08/1989,23.89,10.17,17.03
05/08/1989,26.21,9.75,17.98
06/08/1989,27.57,10.83,19.2
07/08/1989,25.39,13.95,19.67
08/08/1989,25.62,13.51,19.57
09/08/1989,24.69,14.88,19.78
10/08/1989,21.82,13.89,17.86
11/08/1989,22.56,13.96,18.26
12/08/1989,23.19,14.48,18.84
13/08/1989,21.02,13.45,17.24
14/08/1989,21.65,13.18,17.41
15/08/1989,22.19,15.05,18.62
16/08/1989,22.17,14.45,18.31
17/08/1989,20.74,11.36,16.05
18/08/1989,21.28,9.81,15.55
19/08/1989,25.46,9.13,17.29
20/08/1989,26.78,12.46,19.62
21/08/1989,23.98,12.62,18.3
22/08/1989,23.08,11.07,17.08
23/08/1989,23.39,8.11,15.75
24/08/1989,23.48,11.14,17.31
25/08/1989,20.51,15.42,17.97
26/08/1989,20.8,14.16,17.48
27/08/1989,17.77,12.77,15.27
28/08/1989,19.35,6.77,13.06
29/08/1989,18.06,10.32,14.19
30/08/1989,24.73,14.26,19.49
31/08/1989,18.85,10.16,14.51
01/09/1989,19.83,7.58,13.71
02/09/1989,17.15,10.27,13.71
03/09/1989,17.9,5.87,11.88
04/09/1989,19.74,10.44,15.09
05/09/1989,22.09,12.49,17.29
06/09/1989,25.13,11.45,18.29
07/09/1989,25.69,11.07,18.38
08/09/1989,18.62,14.6,16.61
09/09/1989,14.65,12.53,13.59
10/09/1989,17.66,12.4,15.03
11/09/1989,17.99,13.64,15.81
12/09/1989,20.13,13.92,17.03
13/09/1989,19.2,13.51,16.35
14/09/1989,15.42,7.67,11.54
15/09/1989,19.91,11.8,15.86
16/09/1989,18.41,15.13,16.77
17/09/1989,18.41,13.93,16.17
18/09/1989,20.01,14.12,17.07
19/09/1989,18.8,12.76,15.78
20/09/1989,20.36,12.17,16.27
21/09/1989,24.63,11.11,17.87
22/09/1989,18.47,16.76,17.61
23/09/1989,19.77,8.67,14.22
24/09/1989,21.61,10.31,15.96
25/09/1989,20.96,9.72,15.34
26/09/1989,18.53,12.47,15.5
27/09/1989,16.11,13.09,14.6
28/09/1989,15.84,9.09,12.46
29/09/1989,17.81,5.8,11.8
30/09/1989,17.02,10.98,14
01/10/1989,14,8.68,11.34
02/10/1989,14.02,10.8,12.41
03/10/1989,13.42,3.21,8.32
04/10/1989,17.92,7.41,12.67
05/10/1989,16.35,8.8,12.57
06/10/1989,14.9,5.49,10.2
07/10/1989,13.82,10.16,11.99
08/10/1989,14.05,6.72,10.38
09/10/1989,14.4,6.59,10.49
10/10/1989,14.8,9.45,12.12
11/10/1989,15.27,10.69,12.98
12/10/1989,15.98,10.23,13.1
13/10/1989,14.68,10.95,12.81
14/10/1989,12.95,8.07,10.51
15/10/1989,14.27,4.41,9.34
16/10/1989,16.71,7.18,11.94
17/10/1989,18.41,7.39,12.9
18/10/1989,15.57,4.07,9.82
19/10/1989,16.72,6.71,11.72
20/10/1989,16.87,8.63,12.75
21/10/1989,16.56,9.86,13.21
22/10/1989,16.54,10.99,13.77
23/10/1989,15.4,10.38,12.89
24/10/1989,14.53,5.99,10.26
25/10/1989,16.59,9.88,13.24
26/10/1989,13.48,10.94,12.21
27/10/1989,17.18,9.46,13.32
28/10/1989,12.83,11.52,12.17
29/10/1989,14.96,8.47,11.71
30/10/1989,14.6,10.05,12.33
31/10/1989,15.94,10.07,13
01/11/1989,13.68,7.02,10.35
02/11/1989,10.27,8.59,9.43
03/11/1989,12.38,5.35,8.86
04/11/1989,11.46,5.13,8.29
05/11/1989,9.08,2.36,5.72
06/11/1989,9.77,0.57,5.17
07/11/1989,9.96,3.15,6.56
08/11/1989,12.67,7.26,9.96
09/11/1989,10.25,3.59,6.92
10/11/1989,13.31,4.9,9.1
11/11/1989,14.48,9.94,12.21
12/11/1989,14.94,6.6,10.77
13/11/1989,8.68,3.09,5.89
14/11/1989,9.11,2.9,6
15/11/1989,9.38,4.05,6.71
16/11/1989,9.66,3.73,6.7
17/11/1989,9.69,3.91,6.8
18/11/1989,11.61,4.29,7.95
19/11/1989,10.96,4.1,7.53
20/11/1989,10.31,4.94,7.63
21/11/1989,9.14,6.62,7.88
22/11/1989,7.68,4.93,6.3
23/11/1989,5.78,-0.17,2.8
24/11/1989,6.14,-2.75,1.69
25/11/1989,5.74,-1.34,2.2
26/11/1989,4.48,-4.71,-0.11
27/11/1989,5.61,-2.92,1.35
28/11/1989,4.97,-1.44,1.76
29/11/1989,6.54,-0.59,2.97
30/11/1989,3.98,-2.29,0.84
01/12/1989,1.63,-3.4,-0.88
02/12/1989,3.88,-2.08,0.9
03/12/1989,3.67,1.26,2.47
04/12/1989,6.07,1.58,3.83
05/12/1989,7.76,2.84,5.3
06/12/1989,6.81,3.33,5.07
07/12/1989,6.1,3.61,4.85
08/12/1989,5.68,3.84,4.76
09/12/1989,6.23,1.99,4.11
10/12/1989,3.45,-2.14,0.65
11/12/1989,7.38,-1.66,2.86
12/12/1989,7.83,1.12,4.48
13/12/1989,9.09,1.18,5.13
14/12/1989,11.72,4.28,8
15/12/1989,12.48,4.44,8.46
16/12/1989,13.12,4.92,9.02
17/12/1989,11.54,9.43,10.48
18/12/1989,6.73,4.56,5.64
19/12/1989,11.05,1.8,6.42
20/12/1989,13.43,2.6,8.01
21/12/1989,12.46,9.99,11.23
22/12/1989,7.75,6.6,7.18
23/12/1989,11.52,2.77,7.15
24/12/1989,12.02,4.45,8.23
25/12/1989,10.36,7.49,8.92
26/12/1989,6.82,3.21,5.02
27/12/1989,6.56,2.96,4.76
28/12/1989,6.37,3.98,5.18
29/12/1989,4.4,3.74,4.07
30/12/1989,3.39,2.79,3.09
31/12/1989,3.92,2.03,2.97
01/01/1990,5.67,2.09,3.88
02/01/1990,8.73,-0.07,4.33
03/01/1990,5.18,3.37,4.28
04/01/1990,9.04,3.77,6.41
05/01/1990,10.35,4.25,7.3
06/01/1990,11.53,7,9.26
07/01/1990,9.27,1.07,5.17
08/01/1990,8.98,1.22,5.1
09/01/1990,9.93,2.99,6.46
10/01/1990,10.71,8.21,9.46
11/01/1990,11.37,8.73,10.05
12/01/1990,9.14,6.61,7.88
13/01/1990,6.48,0.25,3.36
14/01/1990,10.22,0.87,5.54
15/01/1990,11.84,5.28,8.56
16/01/1990,11.33,9.93,10.63
17/01/1990,8.48,5.26,6.87
18/01/1990,8.84,1.39,5.12
19/01/1990,9.77,2.99,6.38
20/01/1990,11.34,4.24,7.79
21/01/1990,11.96,5.66,8.81
22/01/1990,11.09,8.49,9.79
23/01/1990,10.31,8.21,9.26
24/01/1990,11.63,1.64,6.64
25/01/1990,11.72,3.33,7.53
26/01/1990,5.65,1.8,3.73
27/01/1990,8.3,1.5,4.9
28/01/1990,8.12,1.86,4.99
29/01/1990,8.72,2.18,5.45
30/01/1990,9.57,6.04,7.81
31/01/1990,8.32,6.8,7.56
01/02/1990,8.73,4.44,6.59
02/02/1990,8.74,3.34,6.04
03/02/1990,9.12,3.4,6.26
04/02/1990,10.76,1.13,5.95
05/02/1990,13.18,8.72,10.95
06/02/1990,11.71,7.54,9.62
07/02/1990,13.73,8.32,11.03
08/02/1990,9.51,5.88,7.7
09/02/1990,9.94,4.15,7.05
10/02/1990,11.72,5.33,8.53
11/02/1990,7.69,1.98,4.84
12/02/1990,6.59,1.63,4.11
13/02/1990,9.47,1.76,5.61
14/02/1990,5.39,4.22,4.8
15/02/1990,7.22,2.54,4.88
16/02/1990,10.64,0.01,5.32
17/02/1990,12.69,2.85,7.77
18/02/1990,11.33,4.24,7.78
19/02/1990,12.88,5.93,9.41
20/02/1990,13.17,10.27,11.72
21/02/1990,10.8,5.1,7.95
22/02/1990,14.67,6.52,10.59
23/02/1990,15.34,7.53,11.44
24/02/1990,12.5,9.35,10.92
25/02/1990,11.47,5.02,8.25
26/02/1990,9.23,6.36,7.79
27/02/1990,7.87,3.21,5.54
28/02/1990,10.99,3.74,7.36
01/03/1990,8.19,0.68,4.44
02/03/1990,7.08,-1.73,2.68
03/03/1990,8.63,0.78,4.7
04/03/1990,10.38,3.68,7.03
05/03/1990,9.66,6.03,7.84
06/03/1990,11.77,6.67,9.22
07/03/1990,9.86,8.1,8.98
08/03/1990,12.68,5.18,8.93
09/03/1990,11.25,5.59,8.42
10/03/1990,12.6,7.11,9.85
11/03/1990,11.85,7.84,9.85
12/03/1990,12.84,5.79,9.31
13/03/1990,11.25,4.89,8.07
14/03/1990,12.55,3.91,8.23
15/03/1990,13,5.78,9.39
16/03/1990,15.82,4.06,9.94
17/03/1990,20.28,7.94,14.11
18/03/1990,19.44,7.82,13.63
19/03/1990,12.7,10.53,11.61
20/03/1990,14.44,4.26,9.35
21/03/1990,12.93,7.08,10.01
22/03/1990,12.1,7.28,9.69
23/03/1990,11.15,5.4,8.27
24/03/1990,9.62,8,8.81
25/03/1990,9.46,1.87,5.67
26/03/1990,8.4,0.17,4.28
27/03/1990,9.81,-2.09,3.86
28/03/1990,11.05,1.52,6.29
29/03/1990,12.33,-0.23,6.05
30/03/1990,16.2,2.24,9.22
31/03/1990,16.55,3.78,10.17
01/04/1990,18.29,2.58,10.44
02/04/1990,14.57,7.24,10.91
03/04/1990,7.45,0.47,3.96
04/04/1990,7.33,-2.72,2.31
05/04/1990,9.37,-3.14,3.11
06/04/1990,9.95,-2.3,3.82
07/04/1990,10.39,0.13,5.26
08/04/1990,10.11,-0.68,4.71
09/04/1990,11.1,-2.75,4.17
10/04/1990,14.52,3.86,9.19
11/04/1990,15.28,5.46,10.37
12/04/1990,14.99,8.12,11.55
13/04/1990,10.24,4.17,7.21
14/04/1990,9.62,0,4.81
15/04/1990,11.52,2.42,6.97
16/04/1990,10.64,2.5,6.57
17/04/1990,10.76,1.01,5.89
18/04/1990,11.2,0.58,5.89
19/04/1990,10.94,4.02,7.48
20/04/1990,10.69,2.01,6.35
21/04/1990,13.99,6.09,10.04
22/04/1990,14.35,7.33,10.84
23/04/1990,16.29,6.91,11.6
24/04/1990,16.83,3.86,10.35
25/04/1990,18.49,2.92,10.71
26/04/1990,11.86,7.08,9.47
27/04/1990,11.77,2.7,7.24
28/04/1990,16.79,2.74,9.77
29/04/1990,20.89,5.65,13.27
30/04/1990,21.95,8.48,15.21
01/05/1990,22.88,9.35,16.11
02/05/1990,23.96,6.77,15.37
03/05/1990,25.65,9.81,17.73
04/05/1990,24.61,9.63,17.12
05/05/1990,24.99,8.47,16.73
06/05/1990,22.11,10.03,16.07
07/05/1990,16.11,6.57,11.34
08/05/1990,16.69,6.38,11.54
09/05/1990,13.53,7.26,10.39
10/05/1990,15.3,5.58,10.44
11/05/1990,13.55,6.64,10.09
12/05/1990,15.17,8.45,11.81
13/05/1990,15.71,5.62,10.66
14/05/1990,18.2,4.2,11.2
15/05/1990,18.89,9.92,14.4
16/05/1990,19.14,10.64,14.89
17/05/1990,19.97,8.21,14.09
18/05/1990,14.49,9.27,11.88
19/05/1990,14.6,5.66,10.13
20/05/1990,16.67,4.87,10.77
21/05/1990,18.41,7.81,13.11
22/05/1990,17.28,3.94,10.61
23/05/1990,20.96,5.5,13.23
24/05/1990,16.95,6.18,11.57
25/05/1990,15.69,4.97,10.33
26/05/1990,16.04,3.27,9.66
27/05/1990,19.95,3.9,11.93
28/05/1990,20.43,7.46,13.95
29/05/1990,19.91,10.83,15.37
30/05/1990,19.31,10.96,15.13
31/05/1990,22.65,10.18,16.42
01/06/1990,21.42,10.66,16.04
02/06/1990,17.33,8.91,13.12
03/06/1990,15.32,11.44,13.38
04/06/1990,17.52,6.83,12.17
05/06/1990,14.48,7.43,10.96
06/06/1990,14.51,10.08,12.29
07/06/1990,15.93,5.87,10.9
08/06/1990,12.99,6.49,9.74
09/06/1990,15.84,9.29,12.56
10/06/1990,19.91,10.53,15.22
11/06/1990,13.26,9.66,11.46
12/06/1990,12.96,5.96,9.46
13/06/1990,13.59,9.14,11.36
14/06/1990,16.32,10.32,13.32
15/06/1990,18.21,11.69,14.95
16/06/1990,19.97,12.11,16.04
17/06/1990,20.85,11.43,16.14
18/06/1990,17.08,11.04,14.06
19/06/1990,19.5,12.29,15.89
20/06/1990,17.93,9.36,13.65
21/06/1990,14.91,9.86,12.38
22/06/1990,18.94,9.94,14.44
23/06/1990,17.23,11.27,14.25
24/06/1990,16.8,9.1,12.95
25/06/1990,21.49,14.09,17.79
26/06/1990,23.23,15.7,19.47
27/06/1990,21.72,14.98,18.35
28/06/1990,17.73,10.11,13.92
29/06/1990,20.67,9.07,14.87
30/06/1990,19.65,14.51,17.08
01/07/1990,16.61,11.84,14.23
02/07/1990,16.83,8.37,12.6
03/07/1990,18.47,5.8,12.14
04/07/1990,17.73,9.88,13.8
05/07/1990,15.36,10.95,13.16
06/07/1990,18.45,8.24,13.34
07/07/1990,20.33,11.84,16.09
08/07/1990,21.65,15.39,18.52
09/07/1990,17.51,11.75,14.63
10/07/1990,19.9,10.18,15.04
11/07/1990,25.38,8.68,17.03
12/07/1990,26.82,13.78,20.3
13/07/1990,26.67,13.08,19.87
14/07/1990,24.65,11.11,17.88
15/07/1990,30.03,9.46,19.74
16/07/1990,23.52,14.8,19.16
17/07/1990,26.33,13.43,19.88
18/07/1990,27.19,13.87,20.53
19/07/1990,28.82,13.73,21.27
20/07/1990,30.34,14.46,22.4
21/07/1990,30.26,14.94,22.6
22/07/1990,23.66,13.22,18.44
23/07/1990,23.58,12.12,17.85
24/07/1990,23.95,9.09,16.52
25/07/1990,26.1,10.17,18.14
26/07/1990,23.6,9.7,16.65
27/07/1990,23.09,13.43,18.26
28/07/1990,24.06,13.58,18.82
29/07/1990,23.61,12.45,18.03
30/07/1990,21.88,16.41,19.15
31/07/1990,25.63,14.31,19.97
01/08/1990,30.58,13.93,22.25
02/08/1990,32.34,16.15,24.25
03/08/1990,34.75,16.32,25.54
04/08/1990,29.57,18.25,23.91
05/08/1990,23.21,13.29,18.25
06/08/1990,21.02,11.06,16.04
07/08/1990,21.53,9.9,15.72
08/08/1990,25.22,10.66,17.94
09/08/1990,24.04,12.76,18.4
10/08/1990,23.97,14.13,19.05
11/08/1990,24.45,13.61,19.03
12/08/1990,27.16,15.36,21.26
13/08/1990,23.36,13.31,18.33
14/08/1990,20.13,13.81,16.97
15/08/1990,21.32,13.94,17.63
16/08/1990,19.39,11.37,15.38
17/08/1990,19.33,9.9,14.61
18/08/1990,18.13,12.59,15.36
19/08/1990,20.89,13.89,17.39
20/08/1990,20.18,11.98,16.08
21/08/1990,21.56,13.56,17.56
22/08/1990,25.47,12.71,19.09
23/08/1990,25.71,16.82,21.27
24/08/1990,27.25,15.55,21.4
25/08/1990,25.91,15.49,20.7
26/08/1990,24.8,15.02,19.91
27/08/1990,23,16.45,19.73
28/08/1990,25.79,15.09,20.44
29/08/1990,26.75,14.9,20.83
30/08/1990,20.1,9.99,15.04
31/08/1990,19.68,9.99,14.84
01/09/1990,21.54,13.46,17.5
02/09/1990,23.46,13.79,18.63
