date,Tmax,Tmin,Tmean
01/01/1960,11.03,9.59,10.31
02/01/1960,7.5,4.45,5.97
03/01/1960,10.6,5.92,8.26
04/01/1960,11.71,5.81,8.76
05/01/1960,8.24,6.73,7.49
06/01/1960,6.16,-0.4,2.88
07/01/1960,1.7,-1.17,0.26
08/01/1960,3.72,-2.29,0.71
09/01/1960,1.38,-0.18,0.6
10/01/1960,3.26,-2.06,0.6
11/01/1960,5.96,-1.7,2.13
12/01/1960,1.32,-0.67,0.33
13/01/1960,-1.17,-2.29,-1.73
14/01/1960,0.06,-7,-3.47
15/01/1960,1.11,-3.4,-1.14
16/01/1960,2.76,-2.09,0.33
17/01/1960,2.82,-3.81,-0.49
18/01/1960,5.66,-2.33,1.66
19/01/1960,9.35,2.94,6.15
20/01/1960,3.92,1.19,2.56
21/01/1960,10.48,0.27,5.37
22/01/1960,11.48,2.5,6.99
23/01/1960,10.58,10.13,10.35
24/01/1960,10.48,7.55,9.02
25/01/1960,7.46,2.07,4.76
26/01/1960,4.35,-0.68,1.83
27/01/1960,5.28,0.15,2.71
28/01/1960,3.57,2.45,3.01
29/01/1960,7.71,1.49,4.6
30/01/1960,8.9,2.05,5.47
31/01/1960,9.47,7.38,8.43
01/02/1960,8.86,4.59,6.73
02/02/1960,9.51,3.99,6.75
03/02/1960,9.97,8.56,9.26
04/02/1960,7.28,4.6,5.94
05/02/1960,9.25,1.7,5.48
06/02/1960,6.87,-0.1,3.39
07/02/1960,4.5,2.08,3.29
08/02/1960,4.06,-2.36,0.85
09/02/1960,5.26,-0.19,2.53
10/02/1960,4,2.04,3.02
11/02/1960,1.52,0.78,1.15
12/02/1960,1.51,0.32,0.91
13/02/1960,1.13,-0.43,0.35
14/02/1960,4.09,-0.7,1.7
15/02/1960,4.23,-2.11,1.06
16/02/1960,4.41,-1.98,1.22
17/02/1960,4.33,-4.11,0.11
18/02/1960,5.5,-3.74,0.88
19/02/1960,6.07,-0.27,2.9
20/02/1960,9.71,2.25,5.98
21/02/1960,7.14,0.73,3.93
22/02/1960,4.66,0.33,2.49
23/02/1960,5.94,1.25,3.59
24/02/1960,7.14,-3.88,1.63
25/02/1960,8.44,1.3,4.87
26/02/1960,11.03,3.78,7.41
27/02/1960,12.27,5.49,8.88
28/02/1960,16.04,8.45,12.24
29/02/1960,14.05,10.06,12.05
01/03/1960,12.04,7.99,10.01
02/03/1960,11.51,8.38,9.94
03/03/1960,13.2,5.03,9.11
04/03/1960,10.53,2.08,6.31
05/03/1960,9.83,3.38,6.61
06/03/1960,7.7,3.12,5.41
07/03/1960,5.57,0.24,2.91
08/03/1960,2.33,0.12,1.22
09/03/1960,7.5,-0.59,3.46
10/03/1960,12.5,2.19,7.35
11/03/1960,10.85,5.69,8.27
12/03/1960,10.96,5.69,8.33
13/03/1960,10.34,6.27,8.3
14/03/1960,11.48,6.89,9.18
15/03/1960,13.24,7.59,10.41
16/03/1960,6.37,4.66,5.51
17/03/1960,4.43,3.38,3.91
18/03/1960,5.46,2.17,3.81
19/03/1960,7.53,2.81,5.17
20/03/1960,10.67,0.57,5.62
21/03/1960,10.13,0.76,5.44
22/03/1960,12.25,-0.54,5.85
23/03/1960,13.51,1.85,7.68
24/03/1960,15.01,2.39,8.7
25/03/1960,10.49,5.68,8.09
26/03/1960,8.09,3.44,5.76
27/03/1960,6.2,4.23,5.21
28/03/1960,6.7,2.69,4.69
29/03/1960,3.95,2.9,3.43
30/03/1960,6.13,2.47,4.3
31/03/1960,9.07,4.03,6.55
01/04/1960,11.12,-0.71,5.21
02/04/1960,13.57,3.69,8.63
03/04/1960,12.14,7.92,10.03
04/04/1960,14.73,6.48,10.6
05/04/1960,14.13,9.11,11.62
06/04/1960,14.12,9.63,11.88
07/04/1960,15.54,6.38,10.96
08/04/1960,15.31,7.86,11.59
09/04/1960,13.68,7.54,10.61
10/04/1960,12.49,6.53,9.51
11/04/1960,11.01,3.76,7.39
12/04/1960,12,3.11,7.56
13/04/1960,13.29,7.83,10.56
14/04/1960,12.3,5.64,8.97
15/04/1960,8.73,3.73,6.23
16/04/1960,10.61,0.46,5.53
17/04/1960,11.23,-1.11,5.06
18/04/1960,12.96,-0.89,6.04
19/04/1960,14.49,2.22,8.35
20/04/1960,18.02,4.09,11.06
21/04/1960,16.6,5.46,11.03
22/04/1960,15.18,4.92,10.05
23/04/1960,14.26,5.98,10.12
24/04/1960,16.27,3.77,10.02
25/04/1960,12.53,7.78,10.16
26/04/1960,14.24,6.93,10.58
27/04/1960,13.2,0.61,6.9
28/04/1960,11.68,1.83,6.76
29/04/1960,10.26,2.15,6.21
30/04/1960,14.77,-0.42,7.18
01/05/1960,10.32,7.04,8.68
02/05/1960,10.81,4.37,7.59
03/05/1960,16.42,4.57,10.5
04/05/1960,13.99,5.24,9.61
05/05/1960,19.65,9.29,14.47
06/05/1960,20.8,7.57,14.18
07/05/1960,22.74,8.83,15.78
08/05/1960,23.23,10.31,16.77
09/05/1960,21.07,13.87,17.47
10/05/1960,22.19,7.77,14.98
11/05/1960,16.51,10.87,13.69
12/05/1960,16.7,12,14.35
13/05/1960,17.65,11.32,14.49
14/05/1960,18.96,10.83,14.89
15/05/1960,20.03,9.82,14.92
16/05/1960,19.61,9.89,14.75
17/05/1960,16.26,9.75,13
18/05/1960,11.36,7.53,9.45
19/05/1960,11.03,8.15,9.59
20/05/1960,10.24,7.06,8.65
21/05/1960,12.4,7.77,10.09
22/05/1960,16.07,7.05,11.56
23/05/1960,16.5,7.52,12.01
24/05/1960,17.96,8.69,13.32
25/05/1960,19.37,5.21,12.29
26/05/1960,18.5,11.66,15.08
27/05/1960,21.41,12.44,16.93
28/05/1960,18.34,10.22,14.28
29/05/1960,16.89,5.78,11.34
30/05/1960,17.6,4.09,10.84
31/05/1960,20.55,5.15,12.85
01/06/1960,22.69,7.95,15.32
02/06/1960,24.02,9.3,16.66
03/06/1960,23.66,10,16.83
04/06/1960,25.72,10.52,18.12
05/06/1960,27.19,11.82,19.5
06/06/1960,20.18,13.98,17.08
07/06/1960,17.81,8.17,12.99
08/06/1960,17.62,11.39,14.51
09/06/1960,17.36,10.83,14.09
10/06/1960,18.46,10.59,14.53
11/06/1960,18.86,10.11,14.49
12/06/1960,17.64,12.67,15.16
13/06/1960,16.9,8.98,12.94
14/06/1960,17.59,9.83,13.71
15/06/1960,20.18,7.84,14.01
16/06/1960,22.99,12.44,17.71
17/06/1960,26.06,14.64,20.35
18/06/1960,26.27,15.34,20.81
19/06/1960,24.89,15.01,19.95
20/06/1960,24.03,9.64,16.83
21/06/1960,26.21,13.2,19.71
22/06/1960,25.64,12,18.82
23/06/1960,18.94,14.27,16.61
24/06/1960,15.7,13.88,14.79
25/06/1960,24.09,13.08,18.59
26/06/1960,24.03,13.16,18.6
27/06/1960,20.33,12.92,16.63
28/06/1960,18.33,11.34,14.84
29/06/1960,16.65,8.4,12.53
30/06/1960,17.44,9.32,13.38
01/07/1960,18.85,7.52,13.19
02/07/1960,18.19,8.71,13.45
03/07/1960,20.21,9.51,14.86
04/07/1960,20.74,14.32,17.53
05/07/1960,20.67,13.96,17.31
06/07/1960,18.67,11.36,15.02
07/07/1960,18.28,11.82,15.05
08/07/1960,19.86,11.46,15.66
09/07/1960,18.53,10.78,14.65
10/07/1960,19.45,12.25,15.85
11/07/1960,17.16,12.44,14.8
12/07/1960,19.33,12.56,15.95
13/07/1960,17.8,12.39,15.09
14/07/1960,20.36,12.48,16.42
15/07/1960,19.3,10.6,14.95
16/07/1960,19.92,11.23,15.57
17/07/1960,19.77,10.87,15.32
18/07/1960,19.85,11.9,15.88
19/07/1960,17.97,12.93,15.45
20/07/1960,18.27,11.36,14.82
21/07/1960,19.09,12.22,15.66
22/07/1960,17.12,9.71,13.42
23/07/1960,16.36,9.09,12.72
24/07/1960,19.93,11.88,15.9
25/07/1960,18.46,14.17,16.32
26/07/1960,17.68,10.61,14.15
27/07/1960,19.2,10.65,14.93
28/07/1960,20.94,14.11,17.52
29/07/1960,20.22,12.6,16.41
30/07/1960,18.33,12.3,15.32
31/07/1960,18.5,8.03,13.27
01/08/1960,18.39,10.01,14.2
02/08/1960,21.34,9.19,15.27
03/08/1960,18.98,11.83,15.41
04/08/1960,17.3,12.91,15.1
05/08/1960,21.65,9.98,15.82
06/08/1960,20.42,13.25,16.84
07/08/1960,21.58,14.06,17.82
08/08/1960,19.95,12.31,16.13
09/08/1960,19.07,8.14,13.6
10/08/1960,18.16,10.49,14.32
11/08/1960,13.74,10.56,12.15
12/08/1960,17.49,8.3,12.89
13/08/1960,17.01,6.76,11.89
14/08/1960,18.23,10.9,14.57
15/08/1960,19.79,9.64,14.72
16/08/1960,19.12,8.23,13.67
17/08/1960,19.87,8.34,14.1
18/08/1960,19.77,8.59,14.18
19/08/1960,19.76,7.44,13.6
20/08/1960,18.5,12.54,15.52
21/08/1960,21.47,12.53,17
22/08/1960,22.56,15.27,18.91
23/08/1960,19.7,14.03,16.86
24/08/1960,18.86,13.93,16.4
25/08/1960,20.92,13.65,17.29
26/08/1960,17.65,12.25,14.95
27/08/1960,19.88,10.65,15.27
28/08/1960,19.99,12.02,16
29/08/1960,18.39,12.61,15.5
30/08/1960,18.57,12.63,15.6
31/08/1960,19.84,10.33,15.09
01/09/1960,17.85,14.58,16.21
02/09/1960,19.29,14,16.64
03/09/1960,18.7,15.28,16.99
04/09/1960,17.68,9.63,13.66
05/09/1960,18.13,9.14,13.64
06/09/1960,13.52,9.57,11.55
07/09/1960,18.05,10.88,14.46
08/09/1960,19.47,8.64,14.06
09/09/1960,19.27,10.39,14.83
10/09/1960,22.02,13.61,17.81
11/09/1960,22.78,10,16.39
12/09/1960,19.82,12.12,15.97
13/09/1960,19.93,9.34,14.64
14/09/1960,15.55,11.31,13.43
15/09/1960,16.46,7.33,11.9
16/09/1960,14.99,9.03,12.01
17/09/1960,15.56,10.19,12.87
18/09/1960,20.39,7.7,14.04
19/09/1960,14.78,10.5,12.64
20/09/1960,13.38,7.48,10.43
21/09/1960,16.45,5.47,10.96
22/09/1960,16.67,11.38,14.02
23/09/1960,17.51,11.99,14.75
24/09/1960,17.79,4.36,11.08
25/09/1960,17.17,7.19,12.18
26/09/1960,16.09,5.35,10.72
27/09/1960,15.38,7.39,11.38
28/09/1960,14,6.69,10.34
29/09/1960,13.73,8.36,11.04
30/09/1960,11.07,8.15,9.61
01/10/1960,14.88,9.62,12.25
02/10/1960,18.58,11.28,14.93
03/10/1960,17.52,11.23,14.37
04/10/1960,17.84,11.72,14.78
05/10/1960,17.62,9.42,13.52
06/10/1960,16.21,9.54,12.88
07/10/1960,16.61,11.69,14.15
08/10/1960,13.15,9.65,11.4
09/10/1960,13.07,8.84,10.95
10/10/1960,11.62,8.67,10.14
11/10/1960,11.28,4.07,7.67
12/10/1960,11.29,2.34,6.82
13/10/1960,10.01,0.12,5.07
14/10/1960,11.44,1.79,6.62
15/10/1960,12.13,4.54,8.34
16/10/1960,12.47,4.95,8.71
17/10/1960,10.69,2.7,6.7
18/10/1960,13.28,4.6,8.94
19/10/1960,13.56,8.94,11.25
20/10/1960,11.19,10.02,10.6
21/10/1960,11.6,9.69,10.65
22/10/1960,11.21,8.11,9.66
23/10/1960,12.33,9.12,10.72
24/10/1960,13.33,10.32,11.83
25/10/1960,14.36,10.28,12.32
26/10/1960,11.66,7.83,9.75
27/10/1960,11.81,9.8,10.81
28/10/1960,13.74,8.11,10.93
29/10/1960,9.54,4.65,7.1
30/10/1960,11.25,7.81,9.53
31/10/1960,14.47,5.66,10.07
01/11/1960,15.15,6.06,10.61
02/11/1960,10.43,7.55,8.99
03/11/1960,11.04,6.1,8.57
04/11/1960,9.4,5.12,7.26
05/11/1960,10.98,5.24,8.11
06/11/1960,8.2,2.11,5.16
07/11/1960,7.65,-0.22,3.71
08/11/1960,4.12,-1.82,1.15
09/11/1960,9.43,0.06,4.74
10/11/1960,11.41,3.96,7.68
11/11/1960,10.98,5.73,8.35
12/11/1960,10.54,4.42,7.48
13/11/1960,11,5.19,8.1
14/11/1960,11.07,6.57,8.82
15/11/1960,10.38,3.88,7.13
16/11/1960,10.36,3.25,6.81
17/11/1960,7.34,5.63,6.48
18/11/1960,9.52,0.51,5.02
19/11/1960,10.72,1.2,5.96
20/11/1960,11.62,2.64,7.13
21/11/1960,10.53,7.95,9.24
22/11/1960,10.74,7.99,9.36
23/11/1960,11.05,6.39,8.72
24/11/1960,12.15,7.46,9.8
25/11/1960,13.23,7.68,10.45
26/11/1960,11.61,7.6,9.61
27/11/1960,6.98,7.24,7.11
28/11/1960,7.27,-0.22,3.53
29/11/1960,11.59,0.9,6.24
30/11/1960,11.48,7.45,9.47
01/12/1960,11.5,8.3,9.9
02/12/1960,10.17,3.95,7.06
03/12/1960,11.66,4.6,8.13
04/12/1960,10.29,8.64,9.46
05/12/1960,6.43,2.83,4.63
06/12/1960,5.14,-0.08,2.53
07/12/1960,4.84,2.48,3.66
08/12/1960,2.73,-0.02,1.36
09/12/1960,1.95,0.68,1.31
10/12/1960,3.41,0.05,1.73
11/12/1960,3.25,-0.52,1.37
12/12/1960,4.18,0.16,2.17
13/12/1960,1.73,-3.33,-0.8
14/12/1960,3.06,-2.69,0.18
15/12/1960,4.03,1.05,2.54
16/12/1960,6.3,2.05,4.18
17/12/1960,6.46,2.34,4.4
18/12/1960,7.05,5.46,6.25
19/12/1960,4.12,2.12,3.12
20/12/1960,4.56,1.42,2.99
21/12/1960,4.62,0.99,2.8
22/12/1960,6.69,0.97,3.83
23/12/1960,8.83,2.08,5.46
24/12/1960,6.44,5.64,6.04
25/12/1960,9.91,2.33,6.12
26/12/1960,7.24,4.83,6.03
27/12/1960,5.11,0.78,2.95
28/12/1960,5.4,-0.12,2.64
29/12/1960,7.21,0.09,3.65
30/12/1960,9.2,0.96,5.08
31/12/1960,7.2,2.36,4.78
01/01/1961,6.65,2.31,4.48
02/01/1961,5.98,3.02,4.5
03/01/1961,4.52,0.67,2.6
04/01/1961,4.91,1.57,3.24
05/01/1961,6.18,-0.8,2.69
06/01/1961,5.56,1.73,3.65
07/01/1961,6.89,-1.2,2.84
08/01/1961,7.32,0.16,3.74
09/01/1961,6.04,0.43,3.23
10/01/1961,4.43,1.83,3.13
11/01/1961,4.33,-0.46,1.93
12/01/1961,7.22,-2.23,2.5
13/01/1961,8.94,2.59,5.76
14/01/1961,6.29,2.62,4.46
15/01/1961,4.27,0.49,2.38
16/01/1961,3.65,1.88,2.77
17/01/1961,4.44,0.47,2.46
18/01/1961,7.15,2.26,4.71
19/01/1961,5.59,3.27,4.43
20/01/1961,7.32,3.61,5.47
21/01/1961,8.5,4,6.25
22/01/1961,5.13,3.61,4.37
23/01/1961,3.3,1.92,2.61
24/01/1961,1.71,0.74,1.22
25/01/1961,0.49,-0.4,0.05
26/01/1961,4.55,-1.64,1.45
27/01/1961,8.1,-2.04,3.03
28/01/1961,9.98,1.49,5.73
29/01/1961,11.03,4.77,7.9
30/01/1961,9.37,5.47,7.42
31/01/1961,8.64,4.71,6.67
01/02/1961,7.04,2.59,4.82
02/02/1961,7.63,2.49,5.06
03/02/1961,8.2,1.91,5.06
04/02/1961,7.94,1.88,4.91
05/02/1961,10.51,3.55,7.03
06/02/1961,9.21,6.38,7.79
07/02/1961,9.89,4.15,7.02
08/02/1961,11.02,5.11,8.06
09/02/1961,11.36,7.85,9.6
10/02/1961,11.27,5.13,8.2
11/02/1961,10.48,7.42,8.95
12/02/1961,11.02,7.47,9.24
13/02/1961,10.29,7.43,8.86
14/02/1961,15.3,4.02,9.66
15/02/1961,9.72,5.53,7.63
16/02/1961,9.03,6.44,7.73
17/02/1961,7.5,4.69,6.1
18/02/1961,11.6,4.88,8.24
19/02/1961,14.28,4.85,9.56
20/02/1961,10.51,4.67,7.59
21/02/1961,5.68,2.41,4.04
22/02/1961,5.66,2.51,4.09
23/02/1961,7.49,2.18,4.83
24/02/1961,9.4,3.56,6.48
25/02/1961,10.59,4.43,7.51
26/02/1961,11.49,6.1,8.8
27/02/1961,7.53,4.94,6.24
28/02/1961,9.38,3.05,6.22
01/03/1961,12.52,5.88,9.2
02/03/1961,12.09,5.63,8.86
03/03/1961,12.2,0.43,6.31
04/03/1961,13.8,2.22,8.01
05/03/1961,16.36,-0.5,7.93
06/03/1961,15.72,1.97,8.84
07/03/1961,12.51,5.64,9.08
08/03/1961,15.25,8.52,11.89
09/03/1961,14.63,1.69,8.16
10/03/1961,13.7,3.28,8.49
11/03/1961,14.81,5.8,10.3
12/03/1961,11.59,8.37,9.98
13/03/1961,15.24,8.55,11.9
14/03/1961,15.11,6.91,11.01
15/03/1961,19.84,3.03,11.43
16/03/1961,20.2,2.81,11.5
17/03/1961,13.26,7.49,10.37
18/03/1961,9.13,1.59,5.36
19/03/1961,6.45,0.49,3.47
20/03/1961,8.72,-2.32,3.2
21/03/1961,8.18,1.14,4.66
22/03/1961,7.8,-1.09,3.35
23/03/1961,12.08,3.22,7.65
24/03/1961,13.58,0.46,7.02
25/03/1961,12.05,-0.49,5.78
26/03/1961,13.53,3.25,8.39
27/03/1961,9.67,1.48,5.57
28/03/1961,11.85,0.45,6.15
29/03/1961,11.1,4.09,7.6
30/03/1961,13.71,8.23,10.97
31/03/1961,14.13,3.45,8.79
01/04/1961,12.66,8.1,10.38
02/04/1961,11.53,9.09,10.31
03/04/1961,6.31,3.76,5.04
04/04/1961,11.47,2.9,7.19
05/04/1961,14.8,5.74,10.27
06/04/1961,14.78,7.11,10.95
07/04/1961,12.57,6.66,9.61
08/04/1961,11.02,5.49,8.26
09/04/1961,12.41,6.4,9.4
10/04/1961,13.08,5.94,9.51
11/04/1961,14.65,5.85,10.25
12/04/1961,14.23,7.48,10.86
13/04/1961,15.82,9.07,12.44
14/04/1961,13.48,7.29,10.38
15/04/1961,15.64,5.61,10.62
16/04/1961,15.71,3.63,9.67
17/04/1961,16.34,7.21,11.77
18/04/1961,17.26,6.65,11.96
19/04/1961,15.79,6.76,11.28
20/04/1961,14.14,6.84,10.49
21/04/1961,15.82,9.75,12.79
22/04/1961,12.35,8.7,10.53
23/04/1961,13.33,6.89,10.11
24/04/1961,14.24,5.11,9.67
25/04/1961,13.11,5.47,9.29
26/04/1961,15.7,8.61,12.15
27/04/1961,13.64,7.63,10.63
28/04/1961,12.63,4.51,8.57
29/04/1961,14.04,8.07,11.05
30/04/1961,14.34,8.53,11.43
01/05/1961,12.76,7.81,10.28
02/05/1961,14.28,8.02,11.15
03/05/1961,15.12,7.43,11.27
04/05/1961,15.36,9.58,12.47
05/05/1961,16.48,10.27,13.38
06/05/1961,12.73,6.04,9.39
07/05/1961,14.31,7.83,11.07
08/05/1961,14.69,7.34,11.02
09/05/1961,15.34,6.89,11.11
10/05/1961,16.72,6.56,11.64
11/05/1961,20.42,4.13,12.28
12/05/1961,22.08,8.62,15.35
13/05/1961,23.39,7.88,15.63
14/05/1961,18.48,9.28,13.88
15/05/1961,12.01,7.22,9.61
16/05/1961,16.25,6.84,11.54
17/05/1961,16.63,5.64,11.13
18/05/1961,15.51,4.36,9.93
19/05/1961,14.33,7.9,11.12
20/05/1961,14.43,9.14,11.79
21/05/1961,13.37,4.3,8.83
22/05/1961,15.12,6.96,11.04
23/05/1961,16.64,5.39,11.01
24/05/1961,17.95,8.96,13.46
25/05/1961,16.05,9.93,12.99
26/05/1961,12.08,7.48,9.78
27/05/1961,12.44,1.04,6.74
28/05/1961,14.85,1.19,8.02
29/05/1961,14.15,4.7,9.43
30/05/1961,16.4,7.07,11.73
31/05/1961,15.71,3.26,9.48
01/06/1961,14.8,6.14,10.47
02/06/1961,17.53,8.02,12.78
03/06/1961,20.86,7.93,14.4
04/06/1961,18.48,12.96,15.72
05/06/1961,21.28,11.86,16.57
06/06/1961,21.49,11.13,16.31
07/06/1961,19.28,10.4,14.84
08/06/1961,17.09,11.16,14.12
09/06/1961,17.08,6.5,11.79
10/06/1961,15.48,6.25,10.86
11/06/1961,16.82,11.85,14.33
12/06/1961,14.37,7.77,11.07
13/06/1961,18.16,9.05,13.61
14/06/1961,19.68,6.13,12.91
15/06/1961,21.04,9.72,15.38
16/06/1961,22.05,13.29,17.67
17/06/1961,19.2,12.27,15.74
18/06/1961,20.32,14.03,17.18
19/06/1961,19.26,7.78,13.52
20/06/1961,20.28,7.14,13.71
21/06/1961,20.56,7.71,14.14
22/06/1961,21.72,12.24,16.98
23/06/1961,24.13,8.39,16.26
24/06/1961,24.96,12.56,18.76
25/06/1961,26.4,11.29,18.84
26/06/1961,17.45,12.02,14.73
27/06/1961,19.18,7.98,13.58
28/06/1961,21.49,7.73,14.61
29/06/1961,25.52,9.4,17.46
30/06/1961,28.79,11.04,19.91
01/07/1961,28.18,15.1,21.64
02/07/1961,18.72,17.54,18.13
03/07/1961,20.4,10.04,15.22
04/07/1961,18.64,11.72,15.18
05/07/1961,19.75,7.94,13.85
06/07/1961,22.21,6.85,14.53
07/07/1961,22.72,10.13,16.42
08/07/1961,19.03,13.54,16.29
09/07/1961,21.96,12.3,17.13
10/07/1961,20.94,13.37,17.15
11/07/1961,22.88,15.36,19.12
12/07/1961,20.43,14.08,17.25
13/07/1961,17.56,10.82,14.19
14/07/1961,15.48,8.82,12.15
15/07/1961,18.46,9.82,14.14
16/07/1961,15.13,10.59,12.86
17/07/1961,18.54,11.95,15.25
18/07/1961,20.96,9.72,15.34
19/07/1961,19.99,11.66,15.82
20/07/1961,21.4,11.55,16.48
21/07/1961,21.39,11.02,16.21
22/07/1961,18.59,10.99,14.79
23/07/1961,21.05,8.96,15.01
24/07/1961,21.98,12.57,17.27
25/07/1961,24.15,10.12,17.14
26/07/1961,21.51,14.14,17.82
27/07/1961,17.66,12.35,15.01
28/07/1961,19.06,12.51,15.79
29/07/1961,18.66,9.91,14.29
30/07/1961,22.57,8.71,15.64
31/07/1961,22.16,10.22,16.19
01/08/1961,22.06,11.81,16.94
02/08/1961,19.79,9.62,14.71
03/08/1961,19.98,7.72,13.85
04/08/1961,22.38,15.21,18.79
05/08/1961,20.94,14.02,17.48
06/08/1961,19.78,10.64,15.21
07/08/1961,20.06,8.64,14.35
08/08/1961,18.23,13.51,15.87
09/08/1961,19.3,10.83,15.07
10/08/1961,19.25,8.77,14.01
11/08/1961,16.62,11.54,14.08
12/08/1961,18.78,10.94,14.86
13/08/1961,18.82,12,15.41
14/08/1961,17.12,9.14,13.13
15/08/1961,19.09,13.07,16.08
16/08/1961,17.64,8.48,13.06
17/08/1961,20.34,10.82,15.58
18/08/1961,18.55,13.23,15.89
19/08/1961,18.96,11.96,15.46
20/08/1961,19.4,9.13,14.26
21/08/1961,20.14,13.74,16.94
22/08/1961,17.52,12.07,14.79
23/08/1961,18.76,11.43,15.09
24/08/1961,18.86,14.69,16.77
25/08/1961,21.99,14.19,18.09
26/08/1961,22.37,14.88,18.62
27/08/1961,22.15,10.44,16.3
28/08/1961,25.63,11.34,18.48
29/08/1961,30.04,14.03,22.04
30/08/1961,23.63,12.91,18.27
31/08/1961,24.7,9.65,17.17
01/09/1961,27.63,11.06,19.34
02/09/1961,28.3,14.26,21.28
03/09/1961,21.46,15.4,18.43
04/09/1961,17.84,14.3,16.07
05/09/1961,18.89,14.19,16.54
06/09/1961,14.89,9.08,11.98
07/09/1961,17.41,7.63,12.52
08/09/1961,18.68,6.45,12.56
09/09/1961,20.13,6.33,13.23
10/09/1961,20.24,9.55,14.9
11/09/1961,19.43,12.93,16.18
12/09/1961,17.65,9.2,13.43
13/09/1961,18.8,13.95,16.38
14/09/1961,19.33,11.77,15.55
15/09/1961,22.17,13.79,17.98
16/09/1961,22.35,16.87,19.61
17/09/1961,16.29,12.29,14.29
18/09/1961,22.67,10.1,16.38
19/09/1961,22.72,14.12,18.42
20/09/1961,18.39,13.59,15.99
21/09/1961,19.98,9.97,14.97
22/09/1961,22.29,12.72,17.51
23/09/1961,19.47,11.49,15.48
24/09/1961,20.25,13.67,16.96
25/09/1961,17.32,6.34,11.83
26/09/1961,18.84,5.76,12.3
27/09/1961,17.62,11.31,14.46
28/09/1961,19.4,11,15.2
29/09/1961,17.77,8.39,13.08
30/09/1961,16.06,10.69,13.38
01/10/1961,17.17,10.07,13.62
02/10/1961,17.74,5.94,11.84
03/10/1961,15.99,9.09,12.54
04/10/1961,19.37,11.54,15.45
05/10/1961,17.29,10.68,13.99
06/10/1961,17.56,13.18,15.37
07/10/1961,16.2,10.73,13.47
08/10/1961,15.99,8.8,12.39
09/10/1961,18.27,10.12,14.19
10/10/1961,19.73,13.99,16.86
11/10/1961,15.2,11.17,13.18
12/10/1961,15.81,4.1,9.95
13/10/1961,16.3,4.23,10.26
14/10/1961,16.02,4.08,10.05
15/10/1961,10.95,4.91,7.93
16/10/1961,13.53,6.74,10.13
17/10/1961,13.35,8.85,11.1
18/10/1961,10.79,5.07,7.93
19/10/1961,8.78,6.77,7.77
20/10/1961,9.91,6.27,8.09
21/10/1961,12.68,5.18,8.93
22/10/1961,14.36,7.98,11.17
23/10/1961,12.67,6.77,9.72
24/10/1961,13.31,8.33,10.82
25/10/1961,13.31,5.4,9.36
26/10/1961,13.83,7.22,10.52
27/10/1961,12.16,6.92,9.54
28/10/1961,12.19,6.87,9.53
29/10/1961,11.85,1,6.43
30/10/1961,11.24,-0.85,5.19
31/10/1961,13.5,1.73,7.62
01/11/1961,14.95,6.73,10.84
02/11/1961,13.04,9.13,11.08
03/11/1961,8.29,4.52,6.41
04/11/1961,7.42,1.32,4.37
05/11/1961,10.63,3.82,7.23
06/11/1961,10.5,6.12,8.31
07/11/1961,9.29,7.1,8.2
08/11/1961,11.14,5.66,8.4
09/11/1961,7.75,1.12,4.43
10/11/1961,5.72,-1.39,2.16
11/11/1961,7.52,0.74,4.13
12/11/1961,9.29,3.99,6.64
13/11/1961,8.8,4.72,6.76
14/11/1961,6.57,5.81,6.19
15/11/1961,6.62,5.84,6.23
16/11/1961,7.92,2.56,5.24
17/11/1961,6.9,0.43,3.66
18/11/1961,7.33,4.24,5.79
19/11/1961,7.27,5.68,6.48
20/11/1961,7.35,5.67,6.51
21/11/1961,7.93,-0.48,3.72
22/11/1961,11.2,0.31,5.75
23/11/1961,9.32,2.56,5.94
24/11/1961,8.32,-0.9,3.71
25/11/1961,8.79,3.25,6.02
26/11/1961,5.51,-2.47,1.52
27/11/1961,6.74,-0.33,3.21
28/11/1961,6.71,-1.47,2.62
29/11/1961,10.03,-0.29,4.87
30/11/1961,12.4,6.83,9.62
01/12/1961,10.44,7.95,9.19
02/12/1961,6.53,1.67,4.1
03/12/1961,6.08,-0.39,2.85
04/12/1961,12.69,2.03,7.36
05/12/1961,6.2,6.02,6.11
06/12/1961,3.39,-0.91,1.24
07/12/1961,2.51,-3.36,-0.43
08/12/1961,8.66,-3.08,2.79
09/12/1961,11.81,2.3,7.06
10/12/1961,13.91,6.56,10.24
11/12/1961,12.81,10.86,11.84
12/12/1961,12.75,10.66,11.7
13/12/1961,12.76,6.71,9.73
14/12/1961,7.98,2.32,5.15
15/12/1961,5.87,-1.26,2.3
16/12/1961,6.75,1.35,4.05
17/12/1961,-0.13,-2.64,-1.39
18/12/1961,-0.65,-6.72,-3.68
19/12/1961,0.68,-5.71,-2.52
20/12/1961,2.42,-3.63,-0.6
21/12/1961,2.82,-1.36,0.73
22/12/1961,3.95,1.21,2.58
23/12/1961,0,-0.71,-0.35
24/12/1961,-0.2,-5.14,-2.67
25/12/1961,-0.73,-7.64,-4.18
26/12/1961,2.18,-6.48,-2.15
27/12/1961,0.41,-5.1,-2.35
28/12/1961,-1.53,-9.31,-5.42
29/12/1961,1.73,-9.59,-3.93
30/12/1961,1.85,-1.68,0.08
31/12/1961,-1.37,-1.25,-1.31
01/01/1962,-2.4,-9.18,-5.79
