"group_num","date","jday","hot","warm","mean","cool","cold","ambient"
50,2025-04-09,99,10.6290835116394,9.42308700004845,7.61409223266205,5.80509746527565,4.59910095368472,7.812174479
50,2025-04-10,100,10.6290835116394,9.42308700004845,7.61409223266205,5.80509746527565,4.59910095368472,8.455729167
51,2025-04-11,101,10.7906147430806,9.5846182314897,7.7756234641033,5.9666286967169,4.76063218512597,10.93164063
51,2025-04-12,102,10.7906147430806,9.5846182314897,7.7756234641033,5.9666286967169,4.76063218512597,13.08919271
52,2025-04-13,103,10.9910049826221,9.78500847103113,7.97601370364473,6.16701893625833,4.9610224246674,10.96647135
52,2025-04-14,104,10.9910049826221,9.78500847103113,7.97601370364473,6.16701893625833,4.9610224246674,9.865559896
53,2025-04-15,105,11.7028383250627,10.4968418134718,8.68784704608542,6.87885227869902,5.67285576710808,10.50846354
53,2025-04-16,106,11.7028383250627,10.4968418134718,8.68784704608542,6.87885227869902,5.67285576710808,9.9296875
54,2025-04-17,107,11.9719919495168,10.7659954379259,8.9570006705395,7.1480059031531,5.94200939156217,8.948893229
54,2025-04-18,108,11.9719919495168,10.7659954379259,8.9570006705395,7.1480059031531,5.94200939156217,10.35481771
55,2025-04-19,109,12.0977018820163,10.8917053704254,9.08271060303897,7.27371583565257,6.06771932406164,11.86197917
55,2025-04-20,110,12.0977018820163,10.8917053704254,9.08271060303897,7.27371583565257,6.06771932406164,10.27539063
56,2025-04-21,111,12.8390471003473,11.6330505887564,9.82405582136996,8.01506105398356,6.80906454239263,10.6953125
56,2025-04-22,112,12.8390471003473,11.6330505887564,9.82405582136996,8.01506105398356,6.80906454239263,11.00846354
57,2025-04-23,113,12.6051750597483,11.3991785481574,9.59018378077099,7.7811890133846,6.57519250179366,10.17252604
57,2025-04-24,114,12.6051750597483,11.3991785481574,9.59018378077099,7.7811890133846,6.57519250179366,10.23665365
58,2025-04-25,115,12.873941875464,11.6679453638731,9.85895059648669,8.0499558291003,6.84395931750936,9.791341146
58,2025-04-26,116,12.873941875464,11.6679453638731,9.85895059648669,8.0499558291003,6.84395931750936,11.43294271
59,2025-04-27,117,12.4057821096835,11.1997855980926,9.3907908307062,7.5817960633198,6.37579955172887,13.61328125
59,2025-04-28,118,12.4057821096835,11.1997855980926,9.3907908307062,7.5817960633198,6.37579955172887,14.36035156
60,2025-04-29,119,12.6036759684419,11.3976794568509,9.58868468946453,7.77968992207813,6.57369341048719,9.836993243
60,2025-04-30,120,12.6036759684419,11.3976794568509,9.58868468946453,7.77968992207813,6.57369341048719,14.5
61,2025-05-01,121,13.2729403441605,12.1787688684693,10.5375116549324,8.89625444139559,7.80208296570436,16.5
61,2025-05-02,122,13.2729403441605,12.1787688684693,10.5375116549324,8.89625444139559,7.80208296570436,17
62,2025-05-03,123,13.1031107305611,12.0089392548699,10.367682041333,8.7264248277962,7.63225335210497,12.5
62,2025-05-04,124,13.1031107305611,12.0089392548699,10.367682041333,8.7264248277962,7.63225335210497,8
63,2025-05-05,125,13.7241553261595,12.6299838504683,10.9887266369314,9.34746942339457,8.25329794770335,7.5
63,2025-05-06,126,13.7241553261595,12.6299838504683,10.9887266369314,9.34746942339457,8.25329794770335,7.5
64,2025-05-07,127,14.2977186084767,13.2035471327855,11.5622899192486,9.92103270571179,8.82686123002056,9
64,2025-05-08,128,14.2977186084767,13.2035471327855,11.5622899192486,9.92103270571179,8.82686123002056,9
65,2025-05-09,129,14.5756082478838,13.4814367721926,11.8401795586558,10.1989223451189,9.10475086942771,10.5
65,2025-05-10,130,14.5756082478838,13.4814367721926,11.8401795586558,10.1989223451189,9.10475086942771,12.5
